file,totalPages,testedPage,section,records,warnings,lowConfidence,classifications,applications,firstTitle,warningBreakdown,error
20070907_36-2007_1_341e1c5de0a4b50b.pdf,1892,25,applicationPublication,1,1,0,1,"[""1069/CHENP/2005 A""]","""NOVEL POLYMERS FOR USE IN OPTICAL DEVICES""","{""Missing or malformed page/claim counts"":1}",""""""
20070914_37-2007_1_c6270f230ea90817.pdf,731,25,applicationPublication,1,1,0,1,"[""1292/CHE/2006 A""]",INTEGRATED POWDER CONDITIONING SYSTEM,"{""Missing or malformed page/claim counts"":1}",""""""
20070921_38-2007_1_d1bfe824dde4d699.pdf,638,25,applicationPublication,1,1,0,2,"[""1395/MUM/2007 A""]",AN IMPROVED MEDIA FOR ARSENIC REMOVAL FROM WATER,"{""Missing or malformed page/claim counts"":1}",""""""
20070928_39-2007_1_3897b89583b5c2cd.pdf,790,25,applicationPublication,1,1,0,1,"[""1066/CHE/2005 A""]",DATA AND SYSTEM SECURITY WITH FAILWORDS,"{""Missing or malformed page/claim counts"":1}",""""""
20071005_40-2007_1_461637c597ba70d4.pdf,674,25,applicationPublication,1,1,0,1,"[""1037/CHE/2005 A""]",A DRIVERLESS USB FM RADIO,"{""Missing or malformed page/claim counts"":1}",""""""
20071012_41-2007_1_92d6d143948d14b8.pdf,677,25,applicationPublication,1,1,0,1,"[""1522/DEL/1998 A""]","""SURFACTANT COMPOSITIONS""","{""Missing or malformed page/claim counts"":1}",""""""
20071019_42-2007_1_590d49f163dc6181.pdf,173,25,applicationPublication,1,1,0,1,"[""7243/DELNP/2007 A""]","""AN OXINDOLE OXAZOLIDINONE AS ANTIBACTERIAL AGENT""","{""Missing or malformed page/claim counts"":1}",""""""
20071026_43-2007_1_37fe00d69c64b1f3.pdf,495,25,applicationPublication,1,1,0,1,"[""1588/CHENP/2005 A""]",COMPOSITION AND METHODS FOR STABLIZING TRANSTHYRETIN AND INHIBITING TRANSTHYRETIN MISFOLDING,"{""Missing or malformed page/claim counts"":1}",""""""
20071102_44-2007_1_b4e092dc7e728546.pdf,463,25,applicationPublication,1,1,0,1,"[""1056/DEL/2006 A""]",A SOLAR POULTRY HOUSE FOR COMMERCIAL POULTRY PRODUCTION IN COLD ARID ZONES,"{""Missing or malformed page/claim counts"":1}",""""""
20071109_45-2007_1_b5ce9f3c9b0e6394.pdf,698,25,applicationPublication,1,1,0,1,"[""3271/CHENP/2007 A""]","2,3,4.9-TETRAHYDRO-1H-CARBAZOLE DERIVATIVES AS CRTH2 RECEPTOR ANTAGONISTS","{""Missing or malformed page/claim counts"":1}",""""""
20071116_46-2007_1_92132b274759d181.pdf,687,25,applicationPublication,1,1,0,2,"[""1931/MUM/2007 A""]",A METHOD OF MANUFACTURING POLYPROPYLENE FILM FOIL CAPACITORS WITH POLYDIMETHYLSILOXANE POLYMER FLUID IMPREGNATION,"{""Missing or malformed page/claim counts"":1}",""""""
20071123_47-2007_1_a079cfeb15e52ac5.pdf,836,25,applicationPublication,1,1,0,1,"[""1986/MUM/2007 A""]",FLOUR BASED INSECTICIDES,"{""Missing or malformed page/claim counts"":1}",""""""
20071130_48-2007_1_7034cc787ee0f3c7.pdf,507,25,applicationPublication,1,1,0,1,"[""1923/MUM/2007 A""]",MANUALLY OPERATED HYDRAULIC DEVICE TO LIFT IMPLEMENT ATTACHMENTS IN VEHICLES ALONG WITH SIMPLE SELF LEVELING MECHANISM,"{""Missing or malformed page/claim counts"":1}",""""""
20071207_49-2007_1_8d2bfa8725d06f91.pdf,834,25,applicationPublication,1,1,0,1,"[""1379/MUMNP/2007 A""]",HAIR AND/OR SCALP CARE COMPOSITIONS INCORPORATING TERPENOID COMPOUNDS,"{""Missing or malformed page/claim counts"":1}",""""""
20071214_50-2007_1_f9e3957fd58e784c.pdf,578,25,applicationPublication,1,1,0,2,"[""2178/MUM/2007 A""]",NOVEL TWIN CYLINDER TURBOCHARGED INTER COOLED INTERNAL COMBUSTION ENGINE,"{""Missing or malformed page/claim counts"":1}",""""""
20071221_51-2007_1_9e71ce0cbaf3100c.pdf,688,25,applicationPublication,1,1,0,1,"[""1017/CHE/2006 A""]",ELECTRONIC CONTROL UNIT HAVING CURVE DATA IN POLAR COORDINATE SYSTEM,"{""Missing or malformed page/claim counts"":1}",""""""
20071228_52-2007_1_a6f0d1f3103b26f6.pdf,344,25,applicationPublication,1,1,0,2,"[""1415/KOL/2007 A""]",THE NEWLY DEVELOPED METHOD WITH NEWLY DEVELOPED PROTOCOL FOR THE LONG TIME CONTROL OF HELOPELTIS AND THE GROWTH OF HEAVY FLUSH IN THE TEA GARDEN,"{""Missing or malformed page/claim counts"":1}",""""""
20080104_1-2008_1_53084e9f685e16e8.pdf,341,25,applicationPublication,1,1,0,1,"[""1150/DEL/2007 A""]","""SYSTEMS AND METHODS FOR REFINING IDENTIFICATION OF CLINICAL CANDIDATES""","{""Missing or malformed page/claim counts"":1}",""""""
20080111_2-2008_1_db40fea1b46b02ff.pdf,591,25,applicationPublication,1,1,0,1,"[""2970/CHE/2007 A""]",RFID BASED ANTI-THEFT DEVICE FOR VEHICLE ENTERTAINMENT AND NAVIGATION SYSTEMS,"{""Missing or malformed page/claim counts"":1}",""""""
20080118_3-2008_1_78c3884b1d25b406.pdf,630,25,frontMatter,0,0,0,0,[],"""""",{},""""""
20080125_4-2008_1_159e04ba4b296c20.pdf,937,25,applicationPublication,1,1,0,2,"[""2344/MUM/2007 A""]",THE DESIGN AND MANUFACTURING OF PLASTIC FILM CAPACITORS BY INTERNAL SERIES CONSTRUCTION AND PLASTIC FILM CAPACITORS MANUFACTURED THEREOF FOR HIGH CURRENT HANDLING CAPACITY,"{""Missing or malformed page/claim counts"":1}",""""""
20080201_5-2008_1_fbd42a23d95c14d9.pdf,268,25,applicationPublication,1,1,0,1,"[""2900/CHE/2007 A""]",A handheld device with a virtual keypad,"{""Missing or malformed page/claim counts"":1}",""""""
20080208_6-2008_1_dec4756aa53553df.pdf,254,25,applicationPublication,1,1,0,2,"[""10124/DELNP/2007 A""]","""NOVEL QUINUCLIDINE DERIVATIVES AND MEDICINAL COMPOSITIONS CONTAINING THE SAME""","{""Missing or malformed page/claim counts"":1}",""""""
20080215_7-2008_1_e618a5553df937ad.pdf,477,25,applicationPublication,1,1,0,1,"[""1089/DEL/2003 A""]",HIGH VOLTAGE BREAKDOWN PROTECTION DEVICE,"{""Missing or malformed page/claim counts"":1}",""""""
20080222_8-2008_1_0565e0817436340a.pdf,199,25,applicationPublication,1,1,0,1,"[""1741/DEL/2007 A""]","""USER INTERFACE MANAGER AND METHOD FOR REACTING TO A CHANGE IN SYSTEM STATUS""","{""Missing or malformed page/claim counts"":1}",""""""
20080229_9-2008_1_d6b3eb1f75053afa.pdf,201,25,applicationPublication,1,1,0,1,"[""1485/CHE/2006 A""]",SNEPOO. A WORD FORMING GAME IN INDIAN LANGUAGES,"{""Missing or malformed page/claim counts"":1}",""""""
20080307_10-2008_1_3f69b467d6ee9081.pdf,198,25,applicationPublication,1,1,0,1,"[""2784/CHE/2007 A""]",ENERGY FEEDBACK RECHARGING ENGINE,"{""Missing or malformed page/claim counts"":1}",""""""
20080314_11-2008_1_d1e599995e3e9fe1.pdf,144,25,applicationPublication,1,0,0,1,"[""IN/PCT/2000/00014/DEL A""]",REDUNDANT COMMUNICATIONS IN A PROTECTIVE RELAY,{},""""""
20080321_12-2008_1_184bbd2124b01023.pdf,253,25,applicationPublication,1,0,0,1,"[""389/MUMNP/2008 A""]",AUTO JIG TRIMMER AND METHOD OF MANUFACTURING PATTERN FRAME BY USING THE SAME,{},""""""
20080328_13-2008_1_190bcba5a3d0067f.pdf,612,25,applicationPublication,1,0,0,1,"[""9217/DELNP/2007 A""]","""MOBILE TERMINAL FOR SECURE ELECTRONIC TRANSACTIONS AND SECURE ELECTRONIC TRANSACTION SYSTEM""",{},""""""
20080404_14-2008_1_b8af2f18f527b0f6.pdf,475,25,applicationPublication,1,1,0,1,"[""335/MUM/2008 A""]",A STEERING COLUMN SUPPORT STRUCTURE FOR VEHICLE,"{""Missing or malformed page/claim counts"":1}",""""""
20080411_15-2008_1_540561ca38ef3fd2.pdf,123,25,applicationPublication,1,0,0,2,"[""2201/DEL/2006 A""]",A DEGRADABLE POLYMERIC COMPOSITION A PROCESS THEREFORE AND THE PRODUCTS THEREOF,{},""""""
20080418_16-2008_1_9989b3786334667b.pdf,135,25,applicationPublication,1,1,0,2,"[""293/MUM/2007 A""]",ROTARY ADJUSTABLE HEAD RESTRAINT FOR AUTOMOBILE SEAT,"{""Missing or malformed page/claim counts"":1}",""""""
20080425_17-2008_1_10a13b491c0921ab.pdf,284,25,applicationPublication,1,0,0,1,"[""2170/DEL/2006 A""]",SYSTEM AND METHOD FOR MONITORING CLOCK SIGNAL IN AN INTEGRATED CIRCUIT,{},""""""
20080502_18-2008_1_a73c11724f48a7fc.pdf,153,25,applicationPublication,1,0,0,2,"[""1963/DEL/2007 A""]","""MIXED POLYMER SUPERABSORBENT FIBERS AND METHODS FOR THEIR PREPARATION""",{},""""""
20080509_19-2008_1_d0a88af6d88369b2.pdf,541,25,applicationPublication,1,1,0,1,"[""903/CHE/2008 A""]",AN IMPROVED ELECTRICALLY-OPERATED VEHICLE HAVING A WIND OPERATED BATTERY CHARGING SYSTEM,"{""Missing or malformed page/claim counts"":1}",""""""
20080516_20-2008_1_1484dbc94dc7bb8f.pdf,264,25,applicationPublication,1,1,0,1,"[""1995/CHE/2007 A""]",PROCESS FOR THE PREPARATION OF HOLISTIC INSTANT SOUP/DRINK IN READY TO USE DRY POWDER FORM FROM INDIAN HERBS,"{""Missing or malformed page/claim counts"":1}",""""""
20080523_21-2008_1_0d6080b1f20065c2.pdf,254,25,applicationPublication,1,1,0,1,"[""394/DEL/2008 A""]",CULVERT OVER STEEP STREAMS,"{""Missing or malformed page/claim counts"":1}",""""""
20080530_22-2008_1_aecbd69dac2293fd.pdf,203,25,applicationPublication,1,0,0,1,"[""4460/CHENP/2007 A""]",METHODS AND APPARATUS FOR EFFICIENT DIGITAL BROADCAST SIGNALLING IN A WIRELESS COMMUNICATIONS SYSTEM,{},""""""
20080606_23-2008_1_ab8bb11f7d538e0d.pdf,344,25,applicationPublication,1,1,0,2,"[""577/DEL/2008 A""]",A MODEM BASED CUSTOMIZABLE INTERACTIVE VOICE RESPONSE SYSTEM,"{""Missing or malformed page/claim counts"":1}",""""""
20080613_24-2008_1_a3a8812220fd8405.pdf,322,25,applicationPublication,1,1,0,1,"[""741/MUM/2007 A""]",AN ELEVATED SUSPENDED TRANSPORTATION METHOD AND APPARATUS AND DEVICES THEREFOR,"{""Missing or malformed page/claim counts"":1}",""""""
20080620_25-2008_1_8b42acfc185e217f.pdf,655,25,applicationPublication,1,0,0,1,"[""10022/DELNP/2007 A""]","""DICYCLOALKYL UREA GLUCOKINASE ACTIVATORS""",{},""""""
20080620_25-2008_2_5691b481b66b5541.pdf,480,25,applicationPublication,1,0,0,1,"[""9448/DELNP/2007 A""]","""PROTECTIVE PACKAGING FOR AN ARTICLE""",{},""""""
20080627_26-2008_1_de2e70e914daf377.pdf,500,25,applicationPublication,1,1,0,1,"[""418/MUM/2008 A""]",A METHOD OF ORGANIZING MASS WEDDINGS AT A SINGLE VENUE,"{""Missing or malformed page/claim counts"":1}",""""""
20080627_26-2008_2_0c375f3fcc97006e.pdf,450,25,applicationPublication,1,0,0,1,"[""856/DELNP/2005 A""]","""A TISSUE CUTTING DIE APPARATUS""",{},""""""
20080627_26-2008_3_ed4302e477bf05e5.pdf,451,25,applicationPublication,1,0,0,1,"[""9474/DELNP/2007 A""]","""METHODS AND INTERMEDIATES FOR THE PREPARATION OF OPTIONALLY RADIO- LABELED IMATINIB""",{},""""""
20080704_27-2008_1_bc9c7c109e20840f.pdf,525,25,applicationPublication,1,1,0,1,"[""600/CHE/2008 A""]",RE-USABLE ADVERTISING SHOP FRONT DISPLAY SYSTEMS,"{""Missing or malformed page/claim counts"":1}",""""""
20080704_27-2008_2_2772eba67e108404.pdf,607,25,applicationPublication,1,0,0,1,"[""789/DELNP/2008 A""]","""REINFORCING CASING, PARTICULARLY FOR SAUSAGE PRODUCTS""",{},""""""
20080704_27-2008_3_164dd39de7fac0fa.pdf,416,25,applicationPublication,1,0,0,1,"[""1178/MUM/2006 A""]",DOPAMINERGIC NEURONS DERIVED FROM CORNEAL LIMBUS METHODS OF ISOLATION AND USES THEREOF,{},""""""
20080711_28-2008_1_003ba571d59c95d2.pdf,573,25,applicationPublication,1,0,0,2,"[""10/DEL/2007 A""]","""PHARMACEUTICAL COMPOSITION COMPRISING ATOVAQUONE PARTICLES""",{},""""""
20080711_28-2008_2_e80028835937a95c.pdf,374,25,applicationPublication,1,0,0,1,"[""7561/DELNP/2007 A""]","""METHOD AND DEVICE FOR ELIMINATING PARASITE REFLECTIONS DURING INSPECTION OF TRANSLUCENT OR TRANSPARENT HOLLOW OBJECTS""",{},""""""
20080718_29-2008_1_315d3c1f35c8f84b.pdf,443,25,applicationPublication,1,1,0,1,"[""863/CHE/2007 A""]",ENTERAL TUBE FEED FOMULA FOR CRITICALLY ILL PATIENTS,"{""Missing or malformed page/claim counts"":1}",""""""
20080725_30-2008_1_b50cab2becb9bc65.pdf,500,25,applicationPublication,1,1,0,1,"[""3291/DELNP/2008 A""]","""FIRE PROOF COMPOSITION""","{""Missing or malformed page/claim counts"":1}",""""""
20080725_30-2008_2_8663d95731442758.pdf,500,25,applicationPublication,1,0,0,1,"[""2890/DELNP/2008 A""]","""MULTI-LAYER, MICROPOUROUS POLYETHYLENE MEMBRANE, ITS PRODUCTION METHOD, AND BATTERY SEPARATOR""",{},""""""
20080725_30-2008_2_b50cab2becb9bc65.pdf,500,25,applicationPublication,1,1,0,1,"[""3291/DELNP/2008 A""]","""FIRE PROOF COMPOSITION""","{""Missing or malformed page/claim counts"":1}",""""""
20080725_30-2008_3_6eb6570830608510.pdf,311,25,applicationPublication,1,0,0,1,"[""IN/PCT/2002/00211/DEL A""]","""AN IMPROVED INVITRO METHOD OF PRODUCING AN IMMUNOGENIC COMPLEX""",{},""""""
20080725_30-2008_3_8663d95731442758.pdf,500,25,applicationPublication,1,0,0,1,"[""2890/DELNP/2008 A""]","""MULTI-LAYER, MICROPOUROUS POLYETHYLENE MEMBRANE, ITS PRODUCTION METHOD, AND BATTERY SEPARATOR""",{},""""""
20080801_31-2008_1_8ffd4dc7d515b207.pdf,532,25,applicationPublication,1,1,0,1,"[""693/MUM/2007 A""]",A COIL TYPE GLASS HEAT EXCHANGER,"{""Missing or malformed page/claim counts"":1}",""""""
20080801_31-2008_2_5036c6a835b167b3.pdf,350,25,applicationPublication,1,0,0,1,"[""2823/DEL/2006 A""]","""METHOD AND SYSTEM FOR MANAGING COMMUNICATION NETWORK SERVICES""",{},""""""
20080801_31-2008_3_c426b3cd3fa1adda.pdf,339,25,applicationPublication,1,0,0,1,"[""430/DEL/1999 A""]","""A PROCESS FOR CATALYTIC REFORMING OF HYDROCARBONS""",{},""""""
